,list,messageid,committerid,commit_datetime,file_operation,file_name,addlines,dellines,id,file_id,authorid,author_datetime,c_peopleid,a_peopleid,sha_or_rev,format,datetime
86,54,688f8cc5d9bf45f585ba73b3ed240c30@git.apache.org,2661,2018-11-29 07:58:17-08,mod,git-wip-us.apache.org/repos/asf/incubator-airflow-site/blob/1f06fa0e/_modules/airflow/hooks/oracle_hook.html,7,14,9487,8814,2661,2018-11-29 07:58:17-08,,,,git,2018-11-29 07:58:17-08
87,54,688f8cc5d9bf45f585ba73b3ed240c30@git.apache.org,2661,2018-11-29 07:58:17-08,mod,git-wip-us.apache.org/repos/asf/incubator-airflow-site/blob/1f06fa0e/_modules/airflow/hooks/pig_hook.html,7,14,9488,8815,2661,2018-11-29 07:58:17-08,,,,git,2018-11-29 07:58:17-08
88,54,688f8cc5d9bf45f585ba73b3ed240c30@git.apache.org,2661,2018-11-29 07:58:17-08,mod,git-wip-us.apache.org/repos/asf/incubator-airflow-site/blob/1f06fa0e/_modules/airflow/hooks/postgres_hook.html,7,14,9489,8816,2661,2018-11-29 07:58:17-08,,,,git,2018-11-29 07:58:17-08
89,54,688f8cc5d9bf45f585ba73b3ed240c30@git.apache.org,2661,2018-11-29 07:58:17-08,mod,git-wip-us.apache.org/repos/asf/incubator-airflow-site/blob/1f06fa0e/_modules/airflow/hooks/presto_hook.html,7,14,9490,8817,2661,2018-11-29 07:58:17-08,,,,git,2018-11-29 07:58:17-08
90,54,688f8cc5d9bf45f585ba73b3ed240c30@git.apache.org,2661,2018-11-29 07:58:17-08,mod,git-wip-us.apache.org/repos/asf/incubator-airflow-site/blob/1f06fa0e/_modules/airflow/hooks/samba_hook.html,7,14,9491,8818,2661,2018-11-29 07:58:17-08,,,,git,2018-11-29 07:58:17-08
91,54,688f8cc5d9bf45f585ba73b3ed240c30@git.apache.org,2661,2018-11-29 07:58:17-08,mod,git-wip-us.apache.org/repos/asf/incubator-airflow-site/blob/1f06fa0e/_modules/airflow/hooks/slack_hook.html,7,14,9492,8819,2661,2018-11-29 07:58:17-08,,,,git,2018-11-29 07:58:17-08
92,54,688f8cc5d9bf45f585ba73b3ed240c30@git.apache.org,2661,2018-11-29 07:58:17-08,mod,git-wip-us.apache.org/repos/asf/incubator-airflow-site/blob/1f06fa0e/_modules/airflow/hooks/sqlite_hook.html,7,14,9493,8820,2661,2018-11-29 07:58:17-08,,,,git,2018-11-29 07:58:17-08
93,54,688f8cc5d9bf45f585ba73b3ed240c30@git.apache.org,2661,2018-11-29 07:58:17-08,mod,git-wip-us.apache.org/repos/asf/incubator-airflow-site/blob/1f06fa0e/_modules/airflow/hooks/webhdfs_hook.html,7,14,9494,8821,2661,2018-11-29 07:58:17-08,,,,git,2018-11-29 07:58:17-08
94,54,688f8cc5d9bf45f585ba73b3ed240c30@git.apache.org,2661,2018-11-29 07:58:17-08,mod,git-wip-us.apache.org/repos/asf/incubator-airflow-site/blob/1f06fa0e/_modules/airflow/hooks/zendesk_hook.html,7,14,9495,8822,2661,2018-11-29 07:58:17-08,,,,git,2018-11-29 07:58:17-08
95,54,688f8cc5d9bf45f585ba73b3ed240c30@git.apache.org,2661,2018-11-29 07:58:17-08,mod,git-wip-us.apache.org/repos/asf/incubator-airflow-site/blob/1f06fa0e/_modules/airflow/macros.html,7,14,9496,8823,2661,2018-11-29 07:58:17-08,,,,git,2018-11-29 07:58:17-08
96,54,688f8cc5d9bf45f585ba73b3ed240c30@git.apache.org,2661,2018-11-29 07:58:17-08,mod,git-wip-us.apache.org/repos/asf/incubator-airflow-site/blob/1f06fa0e/_modules/airflow/macros/hive.html,7,14,9497,8824,2661,2018-11-29 07:58:17-08,,,,git,2018-11-29 07:58:17-08
97,54,6119600fd9ca4244ae597b630b8f69dd@git.apache.org,2661,2018-11-29 07:58:10-08,mod,git-wip-us.apache.org/repos/asf/incubator-airflow-site/blob/1f06fa0e/_static/doctools.js,4,2,9498,8825,2661,2018-11-29 07:58:10-08,,,,git,2018-11-29 07:58:10-08
98,54,6119600fd9ca4244ae597b630b8f69dd@git.apache.org,2661,2018-11-29 07:58:10-08,mod,git-wip-us.apache.org/repos/asf/incubator-airflow-site/blob/1f06fa0e/_static/documentation_options.js,289,2,9499,8826,2661,2018-11-29 07:58:10-08,,,,git,2018-11-29 07:58:10-08
99,54,6119600fd9ca4244ae597b630b8f69dd@git.apache.org,2661,2018-11-29 07:58:10-08,mod,git-wip-us.apache.org/repos/asf/incubator-airflow-site/blob/1f06fa0e/_static/fonts/Inconsolata-Bold.ttf,3,3,9500,8827,2661,2018-11-29 07:58:10-08,,,,git,2018-11-29 07:58:10-08
100,54,6119600fd9ca4244ae597b630b8f69dd@git.apache.org,2661,2018-11-29 07:58:10-08,mod,git-wip-us.apache.org/repos/asf/incubator-airflow-site/blob/1f06fa0e/_static/searchtools.js,36,315,9501,8828,2661,2018-11-29 07:58:10-08,,,,git,2018-11-29 07:58:10-08
101,54,6119600fd9ca4244ae597b630b8f69dd@git.apache.org,2661,2018-11-29 07:58:10-08,mod,git-wip-us.apache.org/repos/asf/incubator-airflow-site/blob/1f06fa0e/api.html,7,14,9502,8829,2661,2018-11-29 07:58:10-08,,,,git,2018-11-29 07:58:10-08
102,54,58cbb15cbcaa4aa688bc685241d32a5e@git.apache.org,2661,2018-11-29 07:58:19-08,mod,git-wip-us.apache.org/repos/asf/incubator-airflow-site/blob/1f06fa0e/_modules/airflow/contrib/operators/vertica_to_hive.html,9,16,9503,8830,2661,2018-11-29 07:58:19-08,,,,git,2018-11-29 07:58:19-08
103,54,58cbb15cbcaa4aa688bc685241d32a5e@git.apache.org,2661,2018-11-29 07:58:19-08,mod,git-wip-us.apache.org/repos/asf/incubator-airflow-site/blob/1f06fa0e/_modules/airflow/contrib/operators/winrm_operator.html,9,16,9504,8831,2661,2018-11-29 07:58:19-08,,,,git,2018-11-29 07:58:19-08
104,54,58cbb15cbcaa4aa688bc685241d32a5e@git.apache.org,2661,2018-11-29 07:58:19-08,mod,git-wip-us.apache.org/repos/asf/incubator-airflow-site/blob/1f06fa0e/_modules/airflow/contrib/sensors/aws_redshift_cluster_sensor.html,7,14,9505,8832,2661,2018-11-29 07:58:19-08,,,,git,2018-11-29 07:58:19-08
105,54,58cbb15cbcaa4aa688bc685241d32a5e@git.apache.org,2661,2018-11-29 07:58:19-08,mod,git-wip-us.apache.org/repos/asf/incubator-airflow-site/blob/1f06fa0e/_modules/airflow/contrib/sensors/bash_sensor.html,7,14,9506,8833,2661,2018-11-29 07:58:19-08,,,,git,2018-11-29 07:58:19-08
106,54,58cbb15cbcaa4aa688bc685241d32a5e@git.apache.org,2661,2018-11-29 07:58:19-08,mod,git-wip-us.apache.org/repos/asf/incubator-airflow-site/blob/1f06fa0e/_modules/airflow/contrib/sensors/bigquery_sensor.html,7,14,9507,8834,2661,2018-11-29 07:58:19-08,,,,git,2018-11-29 07:58:19-08
107,54,58cbb15cbcaa4aa688bc685241d32a5e@git.apache.org,2661,2018-11-29 07:58:19-08,add,git-wip-us.apache.org/repos/asf/incubator-airflow-site/blob/1f06fa0e/_modules/airflow/contrib/sensors/cassandra_sensor.html,271,0,9508,8835,2661,2018-11-29 07:58:19-08,,,,git,2018-11-29 07:58:19-08
108,54,58cbb15cbcaa4aa688bc685241d32a5e@git.apache.org,2661,2018-11-29 07:58:19-08,mod,git-wip-us.apache.org/repos/asf/incubator-airflow-site/blob/1f06fa0e/_modules/airflow/contrib/sensors/datadog_sensor.html,7,14,9509,8836,2661,2018-11-29 07:58:19-08,,,,git,2018-11-29 07:58:19-08
109,54,58cbb15cbcaa4aa688bc685241d32a5e@git.apache.org,2661,2018-11-29 07:58:19-08,mod,git-wip-us.apache.org/repos/asf/incubator-airflow-site/blob/1f06fa0e/_modules/airflow/contrib/sensors/emr_base_sensor.html,7,14,9510,8837,2661,2018-11-29 07:58:19-08,,,,git,2018-11-29 07:58:19-08
110,54,58cbb15cbcaa4aa688bc685241d32a5e@git.apache.org,2661,2018-11-29 07:58:19-08,mod,git-wip-us.apache.org/repos/asf/incubator-airflow-site/blob/1f06fa0e/_modules/airflow/contrib/sensors/emr_job_flow_sensor.html,7,14,9511,8838,2661,2018-11-29 07:58:19-08,,,,git,2018-11-29 07:58:19-08
111,54,58cbb15cbcaa4aa688bc685241d32a5e@git.apache.org,2661,2018-11-29 07:58:19-08,mod,git-wip-us.apache.org/repos/asf/incubator-airflow-site/blob/1f06fa0e/_modules/airflow/contrib/sensors/emr_step_sensor.html,9,16,9512,8839,2661,2018-11-29 07:58:19-08,,,,git,2018-11-29 07:58:19-08
112,54,58cbb15cbcaa4aa688bc685241d32a5e@git.apache.org,2661,2018-11-29 07:58:19-08,mod,git-wip-us.apache.org/repos/asf/incubator-airflow-site/blob/1f06fa0e/_modules/airflow/contrib/sensors/file_sensor.html,7,14,9513,8840,2661,2018-11-29 07:58:19-08,,,,git,2018-11-29 07:58:19-08
113,54,58cbb15cbcaa4aa688bc685241d32a5e@git.apache.org,2661,2018-11-29 07:58:19-08,mod,git-wip-us.apache.org/repos/asf/incubator-airflow-site/blob/1f06fa0e/_modules/airflow/contrib/sensors/ftp_sensor.html,7,14,9514,8841,2661,2018-11-29 07:58:19-08,,,,git,2018-11-29 07:58:19-08
114,54,58cbb15cbcaa4aa688bc685241d32a5e@git.apache.org,2661,2018-11-29 07:58:19-08,mod,git-wip-us.apache.org/repos/asf/incubator-airflow-site/blob/1f06fa0e/_modules/airflow/contrib/sensors/gcs_sensor.html,7,14,9515,8842,2661,2018-11-29 07:58:19-08,,,,git,2018-11-29 07:58:19-08
115,54,58cbb15cbcaa4aa688bc685241d32a5e@git.apache.org,2661,2018-11-29 07:58:19-08,mod,git-wip-us.apache.org/repos/asf/incubator-airflow-site/blob/1f06fa0e/_modules/airflow/contrib/sensors/hdfs_sensor.html,7,14,9516,8843,2661,2018-11-29 07:58:19-08,,,,git,2018-11-29 07:58:19-08
116,54,58cbb15cbcaa4aa688bc685241d32a5e@git.apache.org,2661,2018-11-29 07:58:19-08,mod,git-wip-us.apache.org/repos/asf/incubator-airflow-site/blob/1f06fa0e/_modules/airflow/contrib/sensors/jira_sensor.html,7,14,9517,8844,2661,2018-11-29 07:58:19-08,,,,git,2018-11-29 07:58:19-08
117,54,58cbb15cbcaa4aa688bc685241d32a5e@git.apache.org,2661,2018-11-29 07:58:19-08,mod,git-wip-us.apache.org/repos/asf/incubator-airflow-site/blob/1f06fa0e/_modules/airflow/contrib/sensors/pubsub_sensor.html,7,14,9518,8845,2661,2018-11-29 07:58:19-08,,,,git,2018-11-29 07:58:19-08
118,54,58cbb15cbcaa4aa688bc685241d32a5e@git.apache.org,2661,2018-11-29 07:58:19-08,mod,git-wip-us.apache.org/repos/asf/incubator-airflow-site/blob/1f06fa0e/_modules/airflow/contrib/sensors/qubole_sensor.html,7,14,9519,8846,2661,2018-11-29 07:58:19-08,,,,git,2018-11-29 07:58:19-08
119,54,58cbb15cbcaa4aa688bc685241d32a5e@git.apache.org,2661,2018-11-29 07:58:19-08,mod,git-wip-us.apache.org/repos/asf/incubator-airflow-site/blob/1f06fa0e/_modules/airflow/contrib/sensors/redis_key_sensor.html,7,14,9520,8847,2661,2018-11-29 07:58:19-08,,,,git,2018-11-29 07:58:19-08
120,54,58cbb15cbcaa4aa688bc685241d32a5e@git.apache.org,2661,2018-11-29 07:58:19-08,add,git-wip-us.apache.org/repos/asf/incubator-airflow-site/blob/1f06fa0e/_modules/airflow/contrib/sensors/sagemaker_base_sensor.html,285,0,9521,8848,2661,2018-11-29 07:58:19-08,,,,git,2018-11-29 07:58:19-08
121,54,58cbb15cbcaa4aa688bc685241d32a5e@git.apache.org,2661,2018-11-29 07:58:19-08,add,git-wip-us.apache.org/repos/asf/incubator-airflow-site/blob/1f06fa0e/_modules/airflow/contrib/sensors/sagemaker_endpoint_sensor.html,272,0,9522,8849,2661,2018-11-29 07:58:19-08,,,,git,2018-11-29 07:58:19-08
122,54,3650e2aebc27454c9cde50ef661f8814@git.apache.org,2661,2018-11-29 07:58:24-08,add,git-wip-us.apache.org/repos/asf/incubator-airflow-site/blob/1f06fa0e/_modules/airflow/contrib/operators/gcp_sql_operator.html,679,0,9523,8850,2661,2018-11-29 07:58:24-08,,,,git,2018-11-29 07:58:24-08
123,54,22dce55dfa364d059221031375b74fb4@git.apache.org,2661,2018-11-29 07:58:15-08,mod,git-wip-us.apache.org/repos/asf/incubator-airflow-site/blob/1f06fa0e/_modules/airflow/operators/dagrun_operator.html,9,16,9524,8851,2661,2018-11-29 07:58:15-08,,,,git,2018-11-29 07:58:15-08
124,54,22dce55dfa364d059221031375b74fb4@git.apache.org,2661,2018-11-29 07:58:15-08,mod,git-wip-us.apache.org/repos/asf/incubator-airflow-site/blob/1f06fa0e/_modules/airflow/operators/docker_operator.html,41,39,9525,8852,2661,2018-11-29 07:58:15-08,,,,git,2018-11-29 07:58:15-08
125,54,22dce55dfa364d059221031375b74fb4@git.apache.org,2661,2018-11-29 07:58:15-08,mod,git-wip-us.apache.org/repos/asf/incubator-airflow-site/blob/1f06fa0e/_modules/airflow/operators/druid_check_operator.html,9,16,9526,8853,2661,2018-11-29 07:58:15-08,,,,git,2018-11-29 07:58:15-08
126,54,22dce55dfa364d059221031375b74fb4@git.apache.org,2661,2018-11-29 07:58:15-08,mod,git-wip-us.apache.org/repos/asf/incubator-airflow-site/blob/1f06fa0e/_modules/airflow/operators/dummy_operator.html,9,16,9527,8854,2661,2018-11-29 07:58:15-08,,,,git,2018-11-29 07:58:15-08
127,54,22dce55dfa364d059221031375b74fb4@git.apache.org,2661,2018-11-29 07:58:15-08,mod,git-wip-us.apache.org/repos/asf/incubator-airflow-site/blob/1f06fa0e/_modules/airflow/operators/email_operator.html,9,16,9528,8855,2661,2018-11-29 07:58:15-08,,,,git,2018-11-29 07:58:15-08
128,54,22dce55dfa364d059221031375b74fb4@git.apache.org,2661,2018-11-29 07:58:15-08,mod,git-wip-us.apache.org/repos/asf/incubator-airflow-site/blob/1f06fa0e/_modules/airflow/operators/generic_transfer.html,9,16,9529,8856,2661,2018-11-29 07:58:15-08,,,,git,2018-11-29 07:58:15-08
129,54,22dce55dfa364d059221031375b74fb4@git.apache.org,2661,2018-11-29 07:58:15-08,mod,git-wip-us.apache.org/repos/asf/incubator-airflow-site/blob/1f06fa0e/_modules/airflow/operators/hive_operator.html,13,20,9530,8857,2661,2018-11-29 07:58:15-08,,,,git,2018-11-29 07:58:15-08
130,54,22dce55dfa364d059221031375b74fb4@git.apache.org,2661,2018-11-29 07:58:15-08,mod,git-wip-us.apache.org/repos/asf/incubator-airflow-site/blob/1f06fa0e/_modules/airflow/operators/hive_stats_operator.html,9,16,9531,8858,2661,2018-11-29 07:58:15-08,,,,git,2018-11-29 07:58:15-08
131,54,22dce55dfa364d059221031375b74fb4@git.apache.org,2661,2018-11-29 07:58:15-08,mod,git-wip-us.apache.org/repos/asf/incubator-airflow-site/blob/1f06fa0e/_modules/airflow/operators/hive_to_druid.html,9,16,9532,8859,2661,2018-11-29 07:58:15-08,,,,git,2018-11-29 07:58:15-08
132,54,22dce55dfa364d059221031375b74fb4@git.apache.org,2661,2018-11-29 07:58:15-08,mod,git-wip-us.apache.org/repos/asf/incubator-airflow-site/blob/1f06fa0e/_modules/airflow/operators/hive_to_mysql.html,9,16,9533,8860,2661,2018-11-29 07:58:15-08,,,,git,2018-11-29 07:58:15-08
133,54,22dce55dfa364d059221031375b74fb4@git.apache.org,2661,2018-11-29 07:58:15-08,mod,git-wip-us.apache.org/repos/asf/incubator-airflow-site/blob/1f06fa0e/_modules/airflow/operators/hive_to_samba_operator.html,9,16,9534,8861,2661,2018-11-29 07:58:15-08,,,,git,2018-11-29 07:58:15-08
134,54,22dce55dfa364d059221031375b74fb4@git.apache.org,2661,2018-11-29 07:58:15-08,mod,git-wip-us.apache.org/repos/asf/incubator-airflow-site/blob/1f06fa0e/_modules/airflow/operators/http_operator.html,19,17,9535,8862,2661,2018-11-29 07:58:15-08,,,,git,2018-11-29 07:58:15-08
135,54,22dce55dfa364d059221031375b74fb4@git.apache.org,2661,2018-11-29 07:58:15-08,mod,git-wip-us.apache.org/repos/asf/incubator-airflow-site/blob/1f06fa0e/_modules/airflow/operators/jdbc_operator.html,9,16,9536,8863,2661,2018-11-29 07:58:15-08,,,,git,2018-11-29 07:58:15-08
136,54,22dce55dfa364d059221031375b74fb4@git.apache.org,2661,2018-11-29 07:58:15-08,mod,git-wip-us.apache.org/repos/asf/incubator-airflow-site/blob/1f06fa0e/_modules/airflow/operators/latest_only_operator.html,9,16,9537,8864,2661,2018-11-29 07:58:15-08,,,,git,2018-11-29 07:58:15-08
137,54,176f3953ae7b4ad685a780618b52df9f@git.apache.org,2661,2018-11-29 07:58:25-08,add,git-wip-us.apache.org/repos/asf/incubator-airflow-site/blob/1f06fa0e/_modules/airflow/contrib/operators/gcp_function_operator.html,522,0,9538,8865,2661,2018-11-29 07:58:25-08,,,,git,2018-11-29 07:58:25-08
138,54,160a7728e48c4768a25f87e6bc2f4968@git.apache.org,2661,2018-11-29 07:58:31-08,add,git-wip-us.apache.org/repos/asf/incubator-airflow-site/blob/1f06fa0e/_modules/airflow/contrib/hooks/imap_hook.html,491,0,9539,8866,2661,2018-11-29 07:58:31-08,,,,git,2018-11-29 07:58:31-08
139,54,160a7728e48c4768a25f87e6bc2f4968@git.apache.org,2661,2018-11-29 07:58:31-08,mod,git-wip-us.apache.org/repos/asf/incubator-airflow-site/blob/1f06fa0e/_modules/airflow/contrib/hooks/jenkins_hook.html,7,14,9540,8867,2661,2018-11-29 07:58:31-08,,,,git,2018-11-29 07:58:31-08
140,54,160a7728e48c4768a25f87e6bc2f4968@git.apache.org,2661,2018-11-29 07:58:31-08,mod,git-wip-us.apache.org/repos/asf/incubator-airflow-site/blob/1f06fa0e/_modules/airflow/contrib/hooks/jira_hook.html,7,14,9541,8868,2661,2018-11-29 07:58:31-08,,,,git,2018-11-29 07:58:31-08
141,54,160a7728e48c4768a25f87e6bc2f4968@git.apache.org,2661,2018-11-29 07:58:31-08,mod,git-wip-us.apache.org/repos/asf/incubator-airflow-site/blob/1f06fa0e/_modules/airflow/contrib/hooks/mongo_hook.html,7,14,9542,8869,2661,2018-11-29 07:58:31-08,,,,git,2018-11-29 07:58:31-08
142,54,160a7728e48c4768a25f87e6bc2f4968@git.apache.org,2661,2018-11-29 07:58:31-08,mod,git-wip-us.apache.org/repos/asf/incubator-airflow-site/blob/1f06fa0e/_modules/airflow/contrib/hooks/pinot_hook.html,7,14,9543,8870,2661,2018-11-29 07:58:31-08,,,,git,2018-11-29 07:58:31-08
143,54,160a7728e48c4768a25f87e6bc2f4968@git.apache.org,2661,2018-11-29 07:58:31-08,mod,git-wip-us.apache.org/repos/asf/incubator-airflow-site/blob/1f06fa0e/_modules/airflow/contrib/hooks/qubole_hook.html,7,14,9544,8871,2661,2018-11-29 07:58:31-08,,,,git,2018-11-29 07:58:31-08
144,54,160a7728e48c4768a25f87e6bc2f4968@git.apache.org,2661,2018-11-29 07:58:31-08,mod,git-wip-us.apache.org/repos/asf/incubator-airflow-site/blob/1f06fa0e/_modules/airflow/contrib/hooks/redis_hook.html,7,14,9545,8872,2661,2018-11-29 07:58:31-08,,,,git,2018-11-29 07:58:31-08
145,54,160a7728e48c4768a25f87e6bc2f4968@git.apache.org,2661,2018-11-29 07:58:31-08,mod,git-wip-us.apache.org/repos/asf/incubator-airflow-site/blob/1f06fa0e/_modules/airflow/contrib/hooks/redshift_hook.html,7,14,9546,8873,2661,2018-11-29 07:58:31-08,,,,git,2018-11-29 07:58:31-08
146,54,b29fd72aed674f30b486b03395a51158@git.apache.org,2661,2018-11-29 07:58:22-08,mod,git-wip-us.apache.org/repos/asf/incubator-airflow-site/blob/1f06fa0e/_modules/airflow/contrib/operators/pubsub_operator.html,17,24,9547,8874,2661,2018-11-29 07:58:22-08,,,,git,2018-11-29 07:58:22-08
147,54,b29fd72aed674f30b486b03395a51158@git.apache.org,2661,2018-11-29 07:58:22-08,mod,git-wip-us.apache.org/repos/asf/incubator-airflow-site/blob/1f06fa0e/_modules/airflow/contrib/operators/qubole_check_operator.html,11,18,9548,8875,2661,2018-11-29 07:58:22-08,,,,git,2018-11-29 07:58:22-08
148,54,b29fd72aed674f30b486b03395a51158@git.apache.org,2661,2018-11-29 07:58:22-08,mod,git-wip-us.apache.org/repos/asf/incubator-airflow-site/blob/1f06fa0e/_modules/airflow/contrib/operators/qubole_operator.html,11,18,9549,8876,2661,2018-11-29 07:58:22-08,,,,git,2018-11-29 07:58:22-08
149,54,b29fd72aed674f30b486b03395a51158@git.apache.org,2661,2018-11-29 07:58:22-08,mod,git-wip-us.apache.org/repos/asf/incubator-airflow-site/blob/1f06fa0e/_modules/airflow/contrib/operators/s3_list_operator.html,9,16,9550,8877,2661,2018-11-29 07:58:22-08,,,,git,2018-11-29 07:58:22-08
