,numid,list,messageid,senderaliasid,senderalias,referenceid,recipaliasid,recipalias,datetime,subject,body,from_commit
79,26672,54,JIRA.13110115.1508271682000.19756.1508520780599@Atlassian.JIRA,1317,ASF subversion and git services (JIRA),JIRA.13110115.1508271682000@Atlassian.JIRA,,,2017-10-20 10:33:00-07,"[jira] [Commented] (AIRFLOW-1728) Add networkUri, subnetworkUri and
 tags to DataprocClusterCreateOperator","
    [ https://issues.apache.org/jira/browse/AIRFLOW-1728?page=com.atlassian.jira.plugin.system.issuetabpanels:comment-tabpanel&focusedCommentId=16212930#comment-16212930 ] 

ASF subversion and git services commented on AIRFLOW-1728:
----------------------------------------------------------

Commit eb012a3c8daecdbe20c13958468fbd21ffbbbe3e in incubator-airflow''s branch refs/heads/master from jfantom
[ https://git-wip-us.apache.org/repos/asf?p=incubator-airflow.git;h=eb012a3 ]

[AIRFLOW-1728] Add networkUri, subnet, tags to Dataproc operator

Closes #2706 from jfantom/master


> Add networkUri, subnetworkUri and tags to DataprocClusterCreateOperator 
> ------------------------------------------------------------------------
>
>                 Key: AIRFLOW-1728
>                 URL: https://issues.apache.org/jira/browse/AIRFLOW-1728
>             Project: Apache Airflow
>          Issue Type: Improvement
>            Reporter: Jessica Chen Fan 
>            Assignee: Jessica Chen Fan 
>            Priority: Minor
>
> Add ability to specify subnetwork and firewall tags for easier networking when creating 
> dataproc clusters.



--
This message was sent by Atlassian JIRA
(v6.4.14#64029)

",t
80,26673,54,JIRA.13110115.1508271682000.19759.1508520840754@Atlassian.JIRA,1273,Chris Riccomini (JIRA),JIRA.13110115.1508271682000@Atlassian.JIRA,,,2017-10-20 10:34:00-07,"[jira] [Resolved] (AIRFLOW-1728) Add networkUri, subnetworkUri and
 tags to DataprocClusterCreateOperator","
     [ https://issues.apache.org/jira/browse/AIRFLOW-1728?page=com.atlassian.jira.plugin.system.issuetabpanels:all-tabpanel ]

Chris Riccomini resolved AIRFLOW-1728.
--------------------------------------
       Resolution: Fixed
    Fix Version/s: 1.10.0

> Add networkUri, subnetworkUri and tags to DataprocClusterCreateOperator 
> ------------------------------------------------------------------------
>
>                 Key: AIRFLOW-1728
>                 URL: https://issues.apache.org/jira/browse/AIRFLOW-1728
>             Project: Apache Airflow
>          Issue Type: Improvement
>            Reporter: Jessica Chen Fan 
>            Assignee: Jessica Chen Fan 
>            Priority: Minor
>             Fix For: 1.10.0
>
>
> Add ability to specify subnetwork and firewall tags for easier networking when creating 
> dataproc clusters.



--
This message was sent by Atlassian JIRA
(v6.4.14#64029)

",t
81,26674,54,JIRA.13104708.1506332962000.19777.1508520840940@Atlassian.JIRA,2285,Andrew Loughran (JIRA),JIRA.13104708.1506332962000@Atlassian.JIRA,,,2017-10-20 10:34:00-07,[jira] [Commented] (AIRFLOW-1641) Task gets stuck in queued state,"
    [ https://issues.apache.org/jira/browse/AIRFLOW-1641?page=com.atlassian.jira.plugin.system.issuetabpanels:comment-tabpanel&focusedCommentId=16212934#comment-16212934 ] 

Andrew Loughran commented on AIRFLOW-1641:
------------------------------------------

Running on AWS.

> Task gets stuck in queued state
> -------------------------------
>
>                 Key: AIRFLOW-1641
>                 URL: https://issues.apache.org/jira/browse/AIRFLOW-1641
>             Project: Apache Airflow
>          Issue Type: Bug
>          Components: scheduler
>    Affects Versions: 1.8.0
>         Environment: Linux
>            Reporter: Mas
>              Labels: queued, scheduler, stuck, task
>
> Hello,
> I have one dag with ~20 tasks. 
> The dags runs daily and some tasks can sometime last for hours, depending on the processed data behind.
> There are some interactions with AWS and a remote DB.
> I only use LocalExecutor.
> What this issue is about, is the fact that sometime (randomly, and without any clear reason) one of the tasks (here also, it is random) gets stuck in ""queued"" state and never starts running. 
> The manual workaround is to restart the task manually by clearing it.
> Does anyone have ideas about the issue behind, and how to avoid it for the future? 
> Thanks in advance for your help.
> PS: other people are facing the same behaviour: [link|https://stackoverflow.com/questions/45853013/airflow-tasks-get-stuck-at-queued-status-and-never-gets-running]



--
This message was sent by Atlassian JIRA
(v6.4.14#64029)

",t
82,26675,54,JIRA.13111047.1508521809000.19857.1508521861133@Atlassian.JIRA,1275,Bolke de Bruin (JIRA),JIRA.13111047.1508521809000@Atlassian.JIRA,,,2017-10-20 10:51:01-07,"[jira] [Created] (AIRFLOW-1743) Default config template should not
 contain ldap filters","Bolke de Bruin created AIRFLOW-1743:
---------------------------------------

             Summary: Default config template should not contain ldap filters
                 Key: AIRFLOW-1743
                 URL: https://issues.apache.org/jira/browse/AIRFLOW-1743
             Project: Apache Airflow
          Issue Type: Bug
          Components: authentication
            Reporter: Bolke de Bruin
             Fix For: 1.9.0


The config template functions as a template. In case a item is not in the airflow.cfg of the user it is used for default values.

This should not be the case for filters for ldap users, as that can create unexpected results such as users not getting the right access levels.



--
This message was sent by Atlassian JIRA
(v6.4.14#64029)

",t
83,26676,54,JIRA.13104708.1506332962000.19941.1508522280385@Atlassian.JIRA,2188,Nick Bauer (JIRA),JIRA.13104708.1506332962000@Atlassian.JIRA,,,2017-10-20 10:58:00-07,[jira] [Commented] (AIRFLOW-1641) Task gets stuck in queued state,"
    [ https://issues.apache.org/jira/browse/AIRFLOW-1641?page=com.atlassian.jira.plugin.system.issuetabpanels:comment-tabpanel&focusedCommentId=16212960#comment-16212960 ] 

Nick Bauer commented on AIRFLOW-1641:
-------------------------------------

Not sure you to ping the author of this, but one thing that made our situation WAY better is to increase the dag bag loading timeout. We were experiencing timeouts when the task would start, and the first thing it does is load the dag it belongs to.  If that process timed out (ours was taking 6 minutes), especially when the server was under heavy load

> Task gets stuck in queued state
> -------------------------------
>
>                 Key: AIRFLOW-1641
>                 URL: https://issues.apache.org/jira/browse/AIRFLOW-1641
>             Project: Apache Airflow
>          Issue Type: Bug
>          Components: scheduler
>    Affects Versions: 1.8.0
>         Environment: Linux
>            Reporter: Mas
>              Labels: queued, scheduler, stuck, task
>
> Hello,
> I have one dag with ~20 tasks. 
> The dags runs daily and some tasks can sometime last for hours, depending on the processed data behind.
> There are some interactions with AWS and a remote DB.
> I only use LocalExecutor.
> What this issue is about, is the fact that sometime (randomly, and without any clear reason) one of the tasks (here also, it is random) gets stuck in ""queued"" state and never starts running. 
> The manual workaround is to restart the task manually by clearing it.
> Does anyone have ideas about the issue behind, and how to avoid it for the future? 
> Thanks in advance for your help.
> PS: other people are facing the same behaviour: [link|https://stackoverflow.com/questions/45853013/airflow-tasks-get-stuck-at-queued-status-and-never-gets-running]



--
This message was sent by Atlassian JIRA
(v6.4.14#64029)

",t
84,26677,54,JIRA.13104708.1506332962000.19978.1508522640394@Atlassian.JIRA,2340,Andy Loughran (JIRA),JIRA.13104708.1506332962000@Atlassian.JIRA,,,2017-10-20 11:04:00-07,[jira] [Commented] (AIRFLOW-1641) Task gets stuck in queued state,"
    [ https://issues.apache.org/jira/browse/AIRFLOW-1641?page=com.atlassian.jira.plugin.system.issuetabpanels:comment-tabpanel&focusedCommentId=16212966#comment-16212966 ] 

Andy Loughran commented on AIRFLOW-1641:
----------------------------------------

How easy is that coding change; or is it a variable in airflow.cfg?

Sent from my iPhone



> Task gets stuck in queued state
> -------------------------------
>
>                 Key: AIRFLOW-1641
>                 URL: https://issues.apache.org/jira/browse/AIRFLOW-1641
>             Project: Apache Airflow
>          Issue Type: Bug
>          Components: scheduler
>    Affects Versions: 1.8.0
>         Environment: Linux
>            Reporter: Mas
>              Labels: queued, scheduler, stuck, task
>
> Hello,
> I have one dag with ~20 tasks. 
> The dags runs daily and some tasks can sometime last for hours, depending on the processed data behind.
> There are some interactions with AWS and a remote DB.
> I only use LocalExecutor.
> What this issue is about, is the fact that sometime (randomly, and without any clear reason) one of the tasks (here also, it is random) gets stuck in ""queued"" state and never starts running. 
> The manual workaround is to restart the task manually by clearing it.
> Does anyone have ideas about the issue behind, and how to avoid it for the future? 
> Thanks in advance for your help.
> PS: other people are facing the same behaviour: [link|https://stackoverflow.com/questions/45853013/airflow-tasks-get-stuck-at-queued-status-and-never-gets-running]



--
This message was sent by Atlassian JIRA
(v6.4.14#64029)

",t
85,26678,54,JIRA.13099337.1504306043000.20119.1508523540191@Atlassian.JIRA,2341,Jeffrey Bian (JIRA),JIRA.13099337.1504306043000@Atlassian.JIRA,,,2017-10-20 11:19:00-07,"[jira] [Commented] (AIRFLOW-1559) MySQL warnings about aborted
 connections, missing engine disposal","
    [ https://issues.apache.org/jira/browse/AIRFLOW-1559?page=com.atlassian.jira.plugin.system.issuetabpanels:comment-tabpanel&focusedCommentId=16212993#comment-16212993 ] 

Jeffrey Bian commented on AIRFLOW-1559:
---------------------------------------

Proposed fix:

https://github.com/apache/incubator-airflow/blob/master/airflow/jobs.py#L354

At the beginning of the *helper* function, because the engine will be a ''copy'' in the subprocess, need to close them explicitly first and let the subsequent function implicitly recreate the resource via import settings etc.
{{settings.engine.dispose()}}

Then at the end of the function, do another round of 

{{settings.engine.dispose()}}

Comments?



> MySQL warnings about aborted connections, missing engine disposal
> -----------------------------------------------------------------
>
>                 Key: AIRFLOW-1559
>                 URL: https://issues.apache.org/jira/browse/AIRFLOW-1559
>             Project: Apache Airflow
>          Issue Type: Bug
>          Components: db
>            Reporter: Daniel Huang
>            Priority: Minor
>
> We''re seeing a flood of warnings about aborted connections in our MySQL logs. 
> {code}
> Aborted connection 56720 to db: ''airflow'' user: ''foo'' host: ''x.x.x.x'' (Got an error reading communication packets)
> {code}
> It appears this is because we''re not performing [engine disposal|http://docs.sqlalchemy.org/en/latest/core/connections.html#engine-disposal]. The most common source of this warning is from the scheduler, when it kicks off new processes to process the DAG files. Calling dispose in https://github.com/apache/incubator-airflow/blob/master/airflow/jobs.py#L403 greatly reduced these messages. However, the worker is still causing some of these, I assume from when we spin up processes to run tasks. We do call dispose in https://github.com/apache/incubator-airflow/blob/master/airflow/models.py#L1394-L1396, but I think it''s a bit early. Not sure if there''s a place we can put this cleanup to ensure it''s done everywhere.
> Quick script to reproduce this warning message:
> {code}
> from airflow import settings
> from airflow.models import Connection
> session = settings.Session()
> session.query(Connection).count()
> session.close()
> # not calling settings.engine.dispose()
> {code}
> Reproduced with Airflow 1.8.1, MySQL 5.7, and SQLAlchemy 1.1.13. 



--
This message was sent by Atlassian JIRA
(v6.4.14#64029)

",t
86,26679,54,JIRA.13111064.1508524368000.20256.1508524380627@Atlassian.JIRA,1275,Bolke de Bruin (JIRA),JIRA.13111064.1508524368000@Atlassian.JIRA,,,2017-10-20 11:33:00-07,[jira] [Created] (AIRFLOW-1744) task.retries can be False,"Bolke de Bruin created AIRFLOW-1744:
---------------------------------------

             Summary: task.retries can be False 
                 Key: AIRFLOW-1744
                 URL: https://issues.apache.org/jira/browse/AIRFLOW-1744
             Project: Apache Airflow
          Issue Type: Bug
            Reporter: Bolke de Bruin


When adding the max_tries field task.retries can be False (e.g. in case of a faulty day). At least Postgres will not accept ""False"" for an integer field. 

It is proposed to set it to try_number in case try_number > 0 otherwise to 1.



--
This message was sent by Atlassian JIRA
(v6.4.14#64029)

",t
87,26680,54,JIRA.13111064.1508524368000.20257.1508524440148@Atlassian.JIRA,1275,Bolke de Bruin (JIRA),JIRA.13111064.1508524368000@Atlassian.JIRA,,,2017-10-20 11:34:00-07,[jira] [Updated] (AIRFLOW-1744) task.retries can be False,"
     [ https://issues.apache.org/jira/browse/AIRFLOW-1744?page=com.atlassian.jira.plugin.system.issuetabpanels:all-tabpanel ]

Bolke de Bruin updated AIRFLOW-1744:
------------------------------------
    Fix Version/s: 1.9.0

> task.retries can be False 
> --------------------------
>
>                 Key: AIRFLOW-1744
>                 URL: https://issues.apache.org/jira/browse/AIRFLOW-1744
>             Project: Apache Airflow
>          Issue Type: Bug
>            Reporter: Bolke de Bruin
>             Fix For: 1.9.0
>
>
> When adding the max_tries field task.retries can be False (e.g. in case of a faulty day). At least Postgres will not accept ""False"" for an integer field. 
> It is proposed to set it to try_number in case try_number > 0 otherwise to 1.



--
This message was sent by Atlassian JIRA
(v6.4.14#64029)

",t
88,875219,186,CAHYtTq=ZhQOsSUc_T-asTuJ1L3in_5xGq1+vApQ1K_MEFj4h+Q@mail.gmail.com,30825,Carlos Santana,,,,2017-05-02 19:02:06-07,ApacheCon 2016: t-shirt ideas?,"I=E2=80=99m attending ApacheCon May 16-18, Who else is attending?

 I want to print a custom t-shirt with some message on the back that would
attract folks to ask me more about Apache OpenWhisk.

Anyone can help out with ideas?

Here are I just came up, very lame but to spark the discussion

- Need to burn your servers? Ask this guy
- Trigger waiting to be fire
- Web Action FTW!
- These are not the cold activations your looking for

Maybe we can print a few to wear there.


--Carlos
",f
89,26681,54,JIRA.13104708.1506332962000.20341.1508524802072@Atlassian.JIRA,2188,Nick Bauer (JIRA),JIRA.13104708.1506332962000@Atlassian.JIRA,,,2017-10-20 11:40:02-07,[jira] [Commented] (AIRFLOW-1641) Task gets stuck in queued state,"
    [ https://issues.apache.org/jira/browse/AIRFLOW-1641?page=com.atlassian.jira.plugin.system.issuetabpanels:comment-tabpanel&focusedCommentId=16213027#comment-16213027 ] 

Nick Bauer commented on AIRFLOW-1641:
-------------------------------------

yes, airflow.cfg:
dagbag_import_timeout = 30

30 is the default.

or via environment variables:
export AIRFLOW__CORE_DAGBAG_IMPORT_TIMEOUT=30

Take a look at the log for your queued task that is stuck.  It did not occur to me that a queued task would even have a log, but once I looked at it, it was easy to identify if it the issue was due to a timeout.

Even so, the task should fail instead of stay ""queued"", or retry depending on your settings, possibly email if that is setup.


> Task gets stuck in queued state
> -------------------------------
>
>                 Key: AIRFLOW-1641
>                 URL: https://issues.apache.org/jira/browse/AIRFLOW-1641
>             Project: Apache Airflow
>          Issue Type: Bug
>          Components: scheduler
>    Affects Versions: 1.8.0
>         Environment: Linux
>            Reporter: Mas
>              Labels: queued, scheduler, stuck, task
>
> Hello,
> I have one dag with ~20 tasks. 
> The dags runs daily and some tasks can sometime last for hours, depending on the processed data behind.
> There are some interactions with AWS and a remote DB.
> I only use LocalExecutor.
> What this issue is about, is the fact that sometime (randomly, and without any clear reason) one of the tasks (here also, it is random) gets stuck in ""queued"" state and never starts running. 
> The manual workaround is to restart the task manually by clearing it.
> Does anyone have ideas about the issue behind, and how to avoid it for the future? 
> Thanks in advance for your help.
> PS: other people are facing the same behaviour: [link|https://stackoverflow.com/questions/45853013/airflow-tasks-get-stuck-at-queued-status-and-never-gets-running]



--
This message was sent by Atlassian JIRA
(v6.4.14#64029)

",t
90,26682,54,JIRA.13111040.1508519267000.20390.1508525100636@Atlassian.JIRA,1317,ASF subversion and git services (JIRA),JIRA.13111040.1508519267000@Atlassian.JIRA,,,2017-10-20 11:45:00-07,"[jira] [Commented] (AIRFLOW-1741) Task Duration shows two charts on
 first page load.","
    [ https://issues.apache.org/jira/browse/AIRFLOW-1741?page=com.atlassian.jira.plugin.system.issuetabpanels:comment-tabpanel&focusedCommentId=16213037#comment-16213037 ] 

ASF subversion and git services commented on AIRFLOW-1741:
----------------------------------------------------------

Commit 3d4feb60906a4e4edbd1dba4b397db1a0b5be8ed in incubator-airflow''s branch refs/heads/master from [~ashb]
[ https://git-wip-us.apache.org/repos/asf?p=incubator-airflow.git;h=3d4feb6 ]

[AIRFLOW-1741] Correctly hide second chart on task duration page

A timing/load order bug meant that this "".trigger""
call was happening
too early, resulting in a trigger being sent
before the hook callback
had been registered, meaning we didn''t hide the
second chart correctly
on page load.

Closes #2711 from ashb/AIRFLOW-1741-task-duration-
charts-load


> Task Duration shows two charts on first page load.
> --------------------------------------------------
>
>                 Key: AIRFLOW-1741
>                 URL: https://issues.apache.org/jira/browse/AIRFLOW-1741
>             Project: Apache Airflow
>          Issue Type: Bug
>          Components: ui
>    Affects Versions: 1.8.0
>            Reporter: Ash Berlin-Taylor
>            Assignee: Ash Berlin-Taylor
>            Priority: Minor
>             Fix For: 1.9.0
>
>
> As reported in AIRFLOW-930 
> > When you first load the page, two charts are shown: Cumulative and Non-cumulative. However, when you toggle the ""Cumulative Duration"" button, one of the charts disappears, and you can now only switch between the two.
> This is because of an issue with the the chart code running a trigger too early - before the trigger callback has been registered.



--
This message was sent by Atlassian JIRA
(v6.4.14#64029)

",t
91,26683,54,JIRA.13111040.1508519267000.20393.1508525100876@Atlassian.JIRA,1317,ASF subversion and git services (JIRA),JIRA.13111040.1508519267000@Atlassian.JIRA,,,2017-10-20 11:45:00-07,"[jira] [Commented] (AIRFLOW-1741) Task Duration shows two charts on
 first page load.","
    [ https://issues.apache.org/jira/browse/AIRFLOW-1741?page=com.atlassian.jira.plugin.system.issuetabpanels:comment-tabpanel&focusedCommentId=16213039#comment-16213039 ] 

ASF subversion and git services commented on AIRFLOW-1741:
----------------------------------------------------------

Commit 974b493fc929e46a67c1b68f2e7ef9581f2cde0d in incubator-airflow''s branch refs/heads/v1-9-test from [~ashb]
[ https://git-wip-us.apache.org/repos/asf?p=incubator-airflow.git;h=974b493 ]

[AIRFLOW-1741] Correctly hide second chart on task duration page

A timing/load order bug meant that this "".trigger""
call was happening
too early, resulting in a trigger being sent
before the hook callback
had been registered, meaning we didn''t hide the
second chart correctly
on page load.

Closes #2711 from ashb/AIRFLOW-1741-task-duration-
charts-load

(cherry picked from commit 3d4feb60906a4e4edbd1dba4b397db1a0b5be8ed)
Signed-off-by: Bolke de Bruin <bolke@xs4all.nl>


> Task Duration shows two charts on first page load.
> --------------------------------------------------
>
>                 Key: AIRFLOW-1741
>                 URL: https://issues.apache.org/jira/browse/AIRFLOW-1741
>             Project: Apache Airflow
>          Issue Type: Bug
>          Components: ui
>    Affects Versions: 1.8.0
>            Reporter: Ash Berlin-Taylor
>            Assignee: Ash Berlin-Taylor
>            Priority: Minor
>             Fix For: 1.9.0
>
>
> As reported in AIRFLOW-930 
> > When you first load the page, two charts are shown: Cumulative and Non-cumulative. However, when you toggle the ""Cumulative Duration"" button, one of the charts disappears, and you can now only switch between the two.
> This is because of an issue with the the chart code running a trigger too early - before the trigger callback has been registered.



--
This message was sent by Atlassian JIRA
(v6.4.14#64029)

",t
92,26684,54,JIRA.13111040.1508519267000.20392.1508525100868@Atlassian.JIRA,1317,ASF subversion and git services (JIRA),JIRA.13111040.1508519267000@Atlassian.JIRA,,,2017-10-20 11:45:00-07,"[jira] [Commented] (AIRFLOW-1741) Task Duration shows two charts on
 first page load.","
    [ https://issues.apache.org/jira/browse/AIRFLOW-1741?page=com.atlassian.jira.plugin.system.issuetabpanels:comment-tabpanel&focusedCommentId=16213038#comment-16213038 ] 

ASF subversion and git services commented on AIRFLOW-1741:
----------------------------------------------------------

Commit 3d4feb60906a4e4edbd1dba4b397db1a0b5be8ed in incubator-airflow''s branch refs/heads/master from [~ashb]
[ https://git-wip-us.apache.org/repos/asf?p=incubator-airflow.git;h=3d4feb6 ]

[AIRFLOW-1741] Correctly hide second chart on task duration page

A timing/load order bug meant that this "".trigger""
call was happening
too early, resulting in a trigger being sent
before the hook callback
had been registered, meaning we didn''t hide the
second chart correctly
on page load.

Closes #2711 from ashb/AIRFLOW-1741-task-duration-
charts-load


> Task Duration shows two charts on first page load.
> --------------------------------------------------
>
>                 Key: AIRFLOW-1741
>                 URL: https://issues.apache.org/jira/browse/AIRFLOW-1741
>             Project: Apache Airflow
>          Issue Type: Bug
>          Components: ui
>    Affects Versions: 1.8.0
>            Reporter: Ash Berlin-Taylor
>            Assignee: Ash Berlin-Taylor
>            Priority: Minor
>             Fix For: 1.9.0
>
>
> As reported in AIRFLOW-930 
> > When you first load the page, two charts are shown: Cumulative and Non-cumulative. However, when you toggle the ""Cumulative Duration"" button, one of the charts disappears, and you can now only switch between the two.
> This is because of an issue with the the chart code running a trigger too early - before the trigger callback has been registered.



--
This message was sent by Atlassian JIRA
(v6.4.14#64029)

",t
93,26685,54,JIRA.13111040.1508519267000.20396.1508525100904@Atlassian.JIRA,1317,ASF subversion and git services (JIRA),JIRA.13111040.1508519267000@Atlassian.JIRA,,,2017-10-20 11:45:00-07,"[jira] [Commented] (AIRFLOW-1741) Task Duration shows two charts on
 first page load.","
    [ https://issues.apache.org/jira/browse/AIRFLOW-1741?page=com.atlassian.jira.plugin.system.issuetabpanels:comment-tabpanel&focusedCommentId=16213040#comment-16213040 ] 

ASF subversion and git services commented on AIRFLOW-1741:
----------------------------------------------------------

Commit 974b493fc929e46a67c1b68f2e7ef9581f2cde0d in incubator-airflow''s branch refs/heads/v1-9-test from [~ashb]
[ https://git-wip-us.apache.org/repos/asf?p=incubator-airflow.git;h=974b493 ]

[AIRFLOW-1741] Correctly hide second chart on task duration page

A timing/load order bug meant that this "".trigger""
call was happening
too early, resulting in a trigger being sent
before the hook callback
had been registered, meaning we didn''t hide the
second chart correctly
on page load.

Closes #2711 from ashb/AIRFLOW-1741-task-duration-
charts-load

(cherry picked from commit 3d4feb60906a4e4edbd1dba4b397db1a0b5be8ed)
Signed-off-by: Bolke de Bruin <bolke@xs4all.nl>


> Task Duration shows two charts on first page load.
> --------------------------------------------------
>
>                 Key: AIRFLOW-1741
>                 URL: https://issues.apache.org/jira/browse/AIRFLOW-1741
>             Project: Apache Airflow
>          Issue Type: Bug
>          Components: ui
>    Affects Versions: 1.8.0
>            Reporter: Ash Berlin-Taylor
>            Assignee: Ash Berlin-Taylor
>            Priority: Minor
>             Fix For: 1.9.0
>
>
> As reported in AIRFLOW-930 
> > When you first load the page, two charts are shown: Cumulative and Non-cumulative. However, when you toggle the ""Cumulative Duration"" button, one of the charts disappears, and you can now only switch between the two.
> This is because of an issue with the the chart code running a trigger too early - before the trigger callback has been registered.



--
This message was sent by Atlassian JIRA
(v6.4.14#64029)

",t
94,26686,54,JIRA.13111040.1508519267000.20399.1508525100934@Atlassian.JIRA,1275,Bolke de Bruin (JIRA),JIRA.13111040.1508519267000@Atlassian.JIRA,,,2017-10-20 11:45:00-07,"[jira] [Resolved] (AIRFLOW-1741) Task Duration shows two charts on
 first page load.","
     [ https://issues.apache.org/jira/browse/AIRFLOW-1741?page=com.atlassian.jira.plugin.system.issuetabpanels:all-tabpanel ]

Bolke de Bruin resolved AIRFLOW-1741.
-------------------------------------
       Resolution: Fixed
    Fix Version/s:     (was: 1.10.0)
                   1.9.0

Issue resolved by pull request #2711
[https://github.com/apache/incubator-airflow/pull/2711]

> Task Duration shows two charts on first page load.
> --------------------------------------------------
>
>                 Key: AIRFLOW-1741
>                 URL: https://issues.apache.org/jira/browse/AIRFLOW-1741
>             Project: Apache Airflow
>          Issue Type: Bug
>          Components: ui
>    Affects Versions: 1.8.0
>            Reporter: Ash Berlin-Taylor
>            Assignee: Ash Berlin-Taylor
>            Priority: Minor
>             Fix For: 1.9.0
>
>
> As reported in AIRFLOW-930 
> > When you first load the page, two charts are shown: Cumulative and Non-cumulative. However, when you toggle the ""Cumulative Duration"" button, one of the charts disappears, and you can now only switch between the two.
> This is because of an issue with the the chart code running a trigger too early - before the trigger callback has been registered.



--
This message was sent by Atlassian JIRA
(v6.4.14#64029)

",t
95,26687,54,JIRA.13104708.1506332962000.20583.1508526720420@Atlassian.JIRA,2285,Andrew Loughran (JIRA),JIRA.13104708.1506332962000@Atlassian.JIRA,,,2017-10-20 12:12:00-07,[jira] [Commented] (AIRFLOW-1641) Task gets stuck in queued state,"
    [ https://issues.apache.org/jira/browse/AIRFLOW-1641?page=com.atlassian.jira.plugin.system.issuetabpanels:comment-tabpanel&focusedCommentId=16213078#comment-16213078 ] 

Andrew Loughran commented on AIRFLOW-1641:
------------------------------------------

Great to see some comments on this issue - thanks [~nickjbauer]!

I agree, and may raise a subsequent bug if I can reproduce it for a timed-out task to go into a failed state, rather than end up being stuck.  IF this is the case, it''s hopefull a case of handling that state management a bit tighter.

Cheers!

> Task gets stuck in queued state
> -------------------------------
>
>                 Key: AIRFLOW-1641
>                 URL: https://issues.apache.org/jira/browse/AIRFLOW-1641
>             Project: Apache Airflow
>          Issue Type: Bug
>          Components: scheduler
>    Affects Versions: 1.8.0
>         Environment: Linux
>            Reporter: Mas
>              Labels: queued, scheduler, stuck, task
>
> Hello,
> I have one dag with ~20 tasks. 
> The dags runs daily and some tasks can sometime last for hours, depending on the processed data behind.
> There are some interactions with AWS and a remote DB.
> I only use LocalExecutor.
> What this issue is about, is the fact that sometime (randomly, and without any clear reason) one of the tasks (here also, it is random) gets stuck in ""queued"" state and never starts running. 
> The manual workaround is to restart the task manually by clearing it.
> Does anyone have ideas about the issue behind, and how to avoid it for the future? 
> Thanks in advance for your help.
> PS: other people are facing the same behaviour: [link|https://stackoverflow.com/questions/45853013/airflow-tasks-get-stuck-at-queued-status-and-never-gets-running]



--
This message was sent by Atlassian JIRA
(v6.4.14#64029)

",t
96,26688,54,JIRA.13111147.1508562846000.24274.1508562900028@Atlassian.JIRA,2305,William Pursell (JIRA),JIRA.13111147.1508562846000@Atlassian.JIRA,,,2017-10-20 22:15:00-07,"[jira] [Created] (AIRFLOW-1745) BashOperator ignores SIGPIPE in
 subprocess","William Pursell created AIRFLOW-1745:
----------------------------------------

             Summary: BashOperator ignores SIGPIPE in subprocess
                 Key: AIRFLOW-1745
                 URL: https://issues.apache.org/jira/browse/AIRFLOW-1745
             Project: Apache Airflow
          Issue Type: Bug
          Components: DagRun
    Affects Versions: Airflow 1.8
            Reporter: William Pursell
            Assignee: William Pursell


In Python 2, subprocesses ignore SIGPIPE (https://bugs.python.org/issue1652).  As a result, a simple bash operator with bash_command = ''yes | head'' may never terminate (depending on the implementation of yes).  Airflow should reset the signal disposition to default.



--
This message was sent by Atlassian JIRA
(v6.4.14#64029)

",t
97,26689,54,JIRA.13111147.1508562846000.24328.1508563620162@Atlassian.JIRA,2305,William Pursell (JIRA),JIRA.13111147.1508562846000@Atlassian.JIRA,,,2017-10-20 22:27:00-07,"[jira] [Commented] (AIRFLOW-1745) BashOperator ignores SIGPIPE in
 subprocess","
    [ https://issues.apache.org/jira/browse/AIRFLOW-1745?page=com.atlassian.jira.plugin.system.issuetabpanels:comment-tabpanel&focusedCommentId=16213742#comment-16213742 ] 

William Pursell commented on AIRFLOW-1745:
------------------------------------------

Also, see https://stackoverflow.com/questions/22077881/yes-reporting-error-with-subprocess-communicate  and   https://stackoverflow.com/questions/23064636/python-subprocess-popen-blocks-with-shell-and-pipe/23089677#23089677  It''s not clear to me if signals other than SIGPIPE need be reset.

> BashOperator ignores SIGPIPE in subprocess
> ------------------------------------------
>
>                 Key: AIRFLOW-1745
>                 URL: https://issues.apache.org/jira/browse/AIRFLOW-1745
>             Project: Apache Airflow
>          Issue Type: Bug
>          Components: DagRun
>    Affects Versions: Airflow 1.8
>            Reporter: William Pursell
>            Assignee: William Pursell
>   Original Estimate: 10m
>  Remaining Estimate: 10m
>
> In Python 2, subprocesses ignore SIGPIPE (https://bugs.python.org/issue1652).  As a result, a simple bash operator with bash_command = ''yes | head'' may never terminate (depending on the implementation of yes).  Airflow should reset the signal disposition to default.



--
This message was sent by Atlassian JIRA
(v6.4.14#64029)

",t
